french_name;scientific_name;Species Occurrence in Canada _Occurrence de l'espèce au Canada;pop_change_2016;pop_change_cat;data_source;reg_occ_native_sp;range_expanded_1970;sauvagine;oiseau_proie;milieux_humides;marin;forestiers;tous_autres;rivage;prairie;insectivores;espece_oie;sauvagine_milieux_humides_canards;prairires_indigene_dependante;prairie_tolerante_agricole;rivage_migrant_grande_distance;rivage_migrant_courte_distance;forest_winter_south_america;forest_winter_canada;forest_fruits_arbres
Oie des neiges;Anser caerulescens;Regular Breeder_Espèce qui niche régulièrement;908;Increasing_Augmentation;Lincoln Estimators_Estimateurs de Lincoln;1;;1;;;;;;;;;1;;;;;;;;
Oie de Ross;Anser rossii;Regular Breeder_Espèce qui niche régulièrement;1560;Increasing_Augmentation;Lincoln Estimators_Estimateurs de Lincoln;1;;1;;;;;;;;;1;;;;;;;;
Oie rieuse;Anser albifrons;Regular Breeder_Espèce qui niche régulièrement;514;Increasing_Augmentation;Lincoln Estimators_Estimateurs de Lincoln;1;;1;;;;;;;;;1;;;;;;;;
Bernache cravant;Branta bernicla;Regular Breeder_Espèce qui niche régulièrement;-44,2;Decreasing_Diminution;Lincoln Estimators_Estimateurs de Lincoln;1;;1;;;;;;;;;1;;;;;;;;
Bernache de Hutchins;Branta hutchinsii;Regular Breeder_Espèce qui niche régulièrement;905;Increasing_Augmentation;Lincoln Estimators_Estimateurs de Lincoln;1;;1;;;;;;;;;1;;;;;;;;
Bernache du Canada;Branta canadensis;Regular Breeder_Espèce qui niche régulièrement;82,6;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;1;;;;;;;;
Cygne tuberculé;Cygnus olor;Non-native Regular Breeder_Espèce non-indigène qui niche régulièrement ;;;No acceptable data available_On ne dispose pas de données acceptables;;;;;;;;;;;;;;;;;;;;
Cygne trompette;Cygnus buccinator;Regular Breeder_Espèce qui niche régulièrement;17900;Increasing_Augmentation;TRSW Survey_Relevé du CYTR;1;;1;;;;;;;;;;;;;;;;;
Cygne siffleur;Cygnus columbianus;Regular Breeder_Espèce qui niche régulièrement;17,4;Stable_Stables;Winter Waterfowl_Sauvagine en hiver;1;;1;;;;;;;;;;;;;;;;;
Canard branchu;Aix sponsa;Regular Breeder_Espèce qui niche régulièrement;474;Increasing_Augmentation;Southern ON_Sud de l'Ontario;1;;1;;;;;;;;;;1;;;;;;;
Sarcelle à ailes bleues;Spatula discors;Regular Breeder_Espèce qui niche régulièrement;85,4;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Sarcelle cannelle;Spatula cyanoptera;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Canard souchet;Spatula clypeata;Regular Breeder_Espèce qui niche régulièrement;111;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Canard chipeau;Mareca strepera;Regular Breeder_Espèce qui niche régulièrement;141;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Canard siffleur;Mareca penelope;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Canard d'Amérique;Mareca americana;Regular Breeder_Espèce qui niche régulièrement;4,34;Stable_Stables;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Canard colvert;Anas platyrhynchos;Regular Breeder_Espèce qui niche régulièrement;31,8;Stable_Stables;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Canard noir;Anas rubripes;Regular Breeder_Espèce qui niche régulièrement;-0,308;Stable_Stables;EWS - Combined_RARS - combiné;1;;1;;;;;;;;;;1;;;;;;;
Canard pilet;Anas acuta;Regular Breeder_Espèce qui niche régulièrement;-45,7;Decreasing_Diminution;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Sarcelle d'hiver;Anas crecca;Regular Breeder_Espèce qui niche régulièrement;125;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Fuligule à dos blanc;Aythya valisineria;Regular Breeder_Espèce qui niche régulièrement;38,9;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Fuligule à tête rouge;Aythya americana;Regular Breeder_Espèce qui niche régulièrement;105;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Fuligule à collier;Aythya collaris;Regular Breeder_Espèce qui niche régulièrement;214;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Fuligule milouinan;Aythya marila;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Petit Fuligule;Aythya affinis;Regular Breeder_Espèce qui niche régulièrement;-14,8;Stable_Stables;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Eider à tête grise;Somateria spectabilis;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Eider à duvet;Somateria mollissima;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Arlequin plongeur;Histrionicus histrionicus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Macreuse à front blanc;Melanitta perspicillata;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Eider du Labrador;Camptorhynchus labradorius;Extinct or Extirpated_Disparue ou disparue du pays;;;No acceptable data available_On ne dispose pas de données acceptables;;;;;;;;;;;;;;;;;;;;
Macreuse brune;Melanitta fusca;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Macreuse à bec jaune;Melanitta americana;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Harelde kakawi;Clangula hyemalis;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Petit Garrot;Bucephala albeola;Regular Breeder_Espèce qui niche régulièrement;133;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Garrot à oeil d'or;Bucephala clangula;Regular Breeder_Espèce qui niche régulièrement;47,2;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Garrot d'Islande;Bucephala islandica;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Harle couronné;Lophodytes cucullatus;Regular Breeder_Espèce qui niche régulièrement;94,2;Increasing_Augmentation;EWS - Helicopter_RARS - hélicoptère;1;;1;;;;;;;;;;1;;;;;;;
Grand Harle;Mergus merganser;Regular Breeder_Espèce qui niche régulièrement;38;Increasing_Augmentation;EWS - Helicopter_RARS - hélicoptère;1;;1;;;;;;;;;;1;;;;;;;
Harle huppé;Mergus serrator;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;1;;;;;;;;;;1;;;;;;;
Érismature rousse;Oxyura jamaicensis;Regular Breeder_Espèce qui niche régulièrement;155;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;1;;;;;;;;;;1;;;;;;;
Colin des montagnes;Oreortyx pictus;Extinct or Extirpated_Disparue ou disparue du pays;;;No acceptable data available_On ne dispose pas de données acceptables;;;;;;;;;;;;;;;;;;;;
Colin de Virginie;Colinus virginianus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;;1;;;;;1;;;;;
Colin de Californie;Callipepla californica;Non-native Regular Breeder_Espèce non-indigène qui niche régulièrement ;396;Increasing_Augmentation;BBS;;;;;;;;;;;;;;;;;;;;
Perdrix choukar;Alectoris chukar;Non-native Regular Breeder_Espèce non-indigène qui niche régulièrement ;-10,3;Stable_Stables;CBC NA_RON AmN;;;;;;;;;;;;;;;;;;;;
Perdrix grise;Perdix perdix;Non-native Regular Breeder_Espèce non-indigène qui niche régulièrement ;13,2;Stable_Stables;BBS;;;;;;;;;;;;;;;;;;;;
Faisan de Colchide;Phasianus colchicus;Non-native Regular Breeder_Espèce non-indigène qui niche régulièrement ;-19,2;Stable_Stables;BBS;;;;;;;;;;;;;;;;;;;;
Gélinotte huppée;Bonasa umbellus;Regular Breeder_Espèce qui niche régulièrement;-2,22;Stable_Stables;CBC CA_RON CA;1;;;;;;1;;;;;;;;;;;;1;
Tétras des armoises;Centrocercus urophasianus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;;1;;;;1;;;;;;
Tétras du Canada;Falcipennis canadensis;Regular Breeder_Espèce qui niche régulièrement;33,2;Increasing_Augmentation;CBC CA_RON CA;1;;;;;;1;;;;;;;;;;;;1;
Lagopède des saules;Lagopus lagopus;Regular Breeder_Espèce qui niche régulièrement;-88,9;Decreasing_Diminution;CBC CA_RON CA;1;;;;;;;1;;;;;;;;;;;;
Lagopède alpin;Lagopus muta;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;1;;;;;;;;;;;;
Lagopède à queue blanche;Lagopus leucura;Regular Breeder_Espèce qui niche régulièrement;-33,9;Decreasing_Diminution;CBC NA_RON AmN;1;;;;;;;1;;;;;;;;;;;;
Tétras sombre;Dendragapus obscurus;Regular Breeder_Espèce qui niche régulièrement;5,23;Stable_Stables;BBS;1;;;;;;1;;;;;;;;;;;;1;
Tétras fuligineux;Dendragapus fuliginosus;Regular Breeder_Espèce qui niche régulièrement;-64,5;Decreasing_Diminution;BBS;1;;;;;;1;;;;;;;;;;;;1;
Tétras à queue fine;Tympanuchus phasianellus;Regular Breeder_Espèce qui niche régulièrement;12,6;Stable_Stables;BBS;1;;;;;;;;;1;;;;;1;;;;;
Tétras des prairies;Tympanuchus cupido;Extinct or Extirpated_Disparue ou disparue du pays;;;No acceptable data available_On ne dispose pas de données acceptables;;;;;;;;;;;;;;;;;;;;
Dindon sauvage;Meleagris gallopavo;Regular Breeder_Espèce qui niche régulièrement;6890;Increasing_Augmentation;BBS;;1;;;;;;;;;;;;;;;;;;
Grèbe à bec bigarré;Podilymbus podiceps;Regular Breeder_Espèce qui niche régulièrement;74,7;Increasing_Augmentation;BBS;1;;;;1;;;;;;;;;;;;;;;
Grèbe esclavon;Podiceps auritus;Regular Breeder_Espèce qui niche régulièrement;17,2;Stable_Stables;CBC NA_RON AmN;1;;;;1;;;;;;;;;;;;;;;
Grèbe jougris;Podiceps grisegena;Regular Breeder_Espèce qui niche régulièrement;55,8;Increasing_Augmentation;CBC NA_RON AmN;1;;;;1;;;;;;;;;;;;;;;
Grèbe à cou noir;Podiceps nigricollis;Regular Breeder_Espèce qui niche régulièrement;16,4;Stable_Stables;CBC NA_RON AmN;1;;;;1;;;;;;;;;;;;;;;
Grèbe élégant;Aechmophorus occidentalis;Regular Breeder_Espèce qui niche régulièrement;38,2;Increasing_Augmentation;CBC NA_RON AmN;1;;;;1;;;;;;;;;;;;;;;
Grèbe à face blanche;Aechmophorus clarkii;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;1;;;;;;;;;;;;;;;
Pigeon biset;Columba livia;Non-native Regular Breeder_Espèce non-indigène qui niche régulièrement ;39,3;Increasing_Augmentation;BBS;;;;;;;;;;;;;;;;;;;;
Pigeon à queue barrée;Patagioenas fasciata;Regular Breeder_Espèce qui niche régulièrement;-83,8;Decreasing_Diminution;BBS;1;;;;;;1;;;;;;;;;;;;;1
Tourterelle turque;Streptopelia decaocto;Non-native Regular Breeder_Espèce non-indigène qui niche régulièrement ;;;No acceptable data available_On ne dispose pas de données acceptables;;;;;;;;;;;;;;;;;;;;
Tourte voyageuse;Ectopistes migratorius;Extinct or Extirpated_Disparue ou disparue du pays;;;No acceptable data available_On ne dispose pas de données acceptables;;;;;;;;;;;;;;;;;;;;
Tourterelle triste;Zenaida macroura;Regular Breeder_Espèce qui niche régulièrement;73,2;Increasing_Augmentation;BBS;1;;;;;;;1;;;;;;;;;;;;
Coulicou à bec jaune;Coccyzus americanus;Regular Breeder_Espèce qui niche régulièrement;-19,2;Stable_Stables;BBS;1;;;;;;1;;;;;;;;;;;1;;
Coulicou à bec noir;Coccyzus erythropthalmus;Regular Breeder_Espèce qui niche régulièrement;-27,6;Decreasing_Diminution;BBS;1;;;;;;1;;;;;;;;;;;1;;
Engoulevent d'Amérique;Chordeiles minor;Regular Breeder_Espèce qui niche régulièrement;-64,3;Decreasing_Diminution;BBS;1;;;;;;;;;;1;;;;;;;;;
Engoulevent de Nuttall;Phalaenoptilus nuttallii;Regular Breeder_Espèce qui niche régulièrement;28,6;Stable_Stables;BBS NA_BBS AmN;1;;;;;;;;;;1;;;;;;;;;
Engoulevent de Caroline;Antrostomus carolinensis;Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;;;1;;;;;;;;;
Engoulevent bois-pourri;Antrostomus vociferus;Regular Breeder_Espèce qui niche régulièrement;-41,2;Decreasing_Diminution;BBS;1;;;;;;1;;;;1;;;;;;;;;
Martinet sombre;Cypseloides niger;Regular Breeder_Espèce qui niche régulièrement;-86,4;Decreasing_Diminution;BBS;1;;;;;;;;;;1;;;;;;;;;
Martinet ramoneur;Chaetura pelagica;Regular Breeder_Espèce qui niche régulièrement;-86,6;Decreasing_Diminution;BBS;1;;;;;;;;;;1;;;;;;;;;
Martinet de Vaux;Chaetura vauxi;Regular Breeder_Espèce qui niche régulièrement;-35,4;Decreasing_Diminution;BBS;1;;;;;;1;;;;1;;;;;;;;;
Martinet à gorge blanche;Aeronautes saxatalis;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;;;1;;;;;;;;;
Colibri à gorge rubis;Archilochus colubris;Regular Breeder_Espèce qui niche régulièrement;62,6;Increasing_Augmentation;BBS;1;;;;;;1;;;;;;;;;;;;;
Colibri à gorge noire;Archilochus alexandri;Regular Breeder_Espèce qui niche régulièrement;130;Increasing_Augmentation;BBS;1;;;;;;;1;;;;;;;;;;;;
Colibri d'Anna;Calypte anna;Regular Breeder_Espèce qui niche régulièrement;160000;Increasing_Augmentation;CBC CA_RON CA;;1;;;;;;;;;;;;;;;;;;
Colibri roux;Selasphorus rufus;Regular Breeder_Espèce qui niche régulièrement;-54;Decreasing_Diminution;BBS;1;;;;;;1;;;;;;;;;;;;;
Colibri calliope;Selasphorus calliope;Regular Breeder_Espèce qui niche régulièrement;92,7;Increasing_Augmentation;BBS;1;;;;;;1;;;;;;;;;;;;;
Râle jaune;Coturnicops noveboracensis;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;1;;;;;;;;;;;;;;;
Râle élégant;Rallus elegans;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;1;;;;;;;;;;;;;;;
Râle de Virginie;Rallus limicola;Regular Breeder_Espèce qui niche régulièrement;39,5;Increasing_Augmentation;BBS;1;;;;1;;;;;;;;;;;;;;;
Marouette de Caroline;Porzana carolina;Regular Breeder_Espèce qui niche régulièrement;30,8;Stable_Stables;BBS;1;;;;1;;;;;;;;;;;;;;;
Gallinule d'Amérique;Gallinula galeata;Regular Breeder_Espèce qui niche régulièrement;-71,3;Decreasing_Diminution;MMP - GL_PSM - GL;1;;;;1;;;;;;;;;;;;;;;
Foulque d'Amérique;Fulica americana;Regular Breeder_Espèce qui niche régulièrement;278;Increasing_Augmentation;Western Waterfowl_Sauvagine de l'Ouest;1;;;;1;;;;;;;;;;;;;;;
Grue du Canada;Antigone canadensis;Regular Breeder_Espèce qui niche régulièrement;123;Increasing_Augmentation;CBC NA_RON AmN;1;;;;1;;;;;;;;;;;;;;;
Grue blanche;Grus americana;Regular Breeder_Espèce qui niche régulièrement;560;Increasing_Augmentation;WHCR Survey_Relevé GRBL;1;;;;1;;;;;;;;;;;;;;;
Échasse d'Amérique;Himantopus mexicanus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;;1;;;;;;;;;;;;;;;;;;
Avocette d'Amérique;Recurvirostra americana;Regular Breeder_Espèce qui niche régulièrement;119;Increasing_Augmentation;BBS;1;;;;;;;;1;;;;;;;;1;;;
Huîtrier d'Amérique;Haematopus palliatus;Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Huîtrier de Bachman;Haematopus bachmani;Regular Breeder_Espèce qui niche régulièrement;490;Increasing_Augmentation;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;;1;;;
Pluvier argenté;Pluvialis squatarola;Regular Breeder_Espèce qui niche régulièrement;-47,4;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Pluvier bronzé;Pluvialis dominica;Regular Breeder_Espèce qui niche régulièrement;-52,5;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Pluvier fauve;Pluvialis fulva;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Pluvier neigeux;Charadrius nivosus;Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Pluvier grand-gravelot;Charadrius hiaticula;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Pluvier semipalmé;Charadrius semipalmatus;Regular Breeder_Espèce qui niche régulièrement;-13;Stable_Stables;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Pluvier siffleur;Charadrius melodus;Regular Breeder_Espèce qui niche régulièrement;-31,7;Decreasing_Diminution;PIPL Survey_Relevé du PLSI;1;;;;;;;;1;;;;;;;;1;;;
Pluvier kildir;Charadrius vociferus;Regular Breeder_Espèce qui niche régulièrement;-71;Decreasing_Diminution;BBS;1;;;;;;;;1;;;;;;;;1;;;
Pluvier montagnard;Charadrius montanus;Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;1;;;;;;;1;;;
Maubèche des champs;Bartramia longicauda;Regular Breeder_Espèce qui niche régulièrement;35;Increasing_Augmentation;BBS;1;;;;;;;;1;1;;;;;1;;1;;;
Courlis corlieu;Numenius phaeopus;Regular Breeder_Espèce qui niche régulièrement;-58,7;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Courlis esquimau;Numenius borealis;Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;1;;;;;;1;;;;
Courlis à long bec;Numenius americanus;Regular Breeder_Espèce qui niche régulièrement;-25,5;Decreasing_Diminution;BBS;1;;;;;;;;1;1;;;;;1;;1;;;
Barge hudsonienne;Limosa haemastica;Regular Breeder_Espèce qui niche régulièrement;-72,5;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Barge marbrée;Limosa fedoa;Regular Breeder_Espèce qui niche régulièrement;-51,3;Decreasing_Diminution;BBS;1;;;;;;;;1;;;;;;;;1;;;
Tournepierre à collier;Arenaria interpres;Regular Breeder_Espèce qui niche régulièrement;-85,4;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Tournepierre noir;Arenaria melanocephala;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;-41,8;Decreasing_Diminution;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;;1;;;
Bécasseau maubèche;Calidris canutus;Regular Breeder_Espèce qui niche régulièrement;-89,7;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau du ressac;Calidris virgata;Regular Breeder_Espèce qui niche régulièrement;-12,7;Stable_Stables;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;;1;;;
Combattant varié;Calidris pugnax;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Bécasseau à queue pointue;Calidris acuminata;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Bécasseau à échasses;Calidris himantopus;Regular Breeder_Espèce qui niche régulièrement;-45,6;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau sanderling;Calidris alba;Regular Breeder_Espèce qui niche régulièrement;-75,9;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau variable;Calidris alpina;Regular Breeder_Espèce qui niche régulièrement;-35,2;Decreasing_Diminution;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;;1;;;
Bécasseau des Aléoutiennes;Calidris ptilocnemis;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;237;Increasing_Augmentation;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;;1;;;
Bécasseau violet;Calidris maritima;Regular Breeder_Espèce qui niche régulièrement;-43,1;Decreasing_Diminution;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;;1;;;
Bécasseau de Baird;Calidris bairdii;Regular Breeder_Espèce qui niche régulièrement;55;Increasing_Augmentation;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau minuscule;Calidris minutilla;Regular Breeder_Espèce qui niche régulièrement;-12,5;Stable_Stables;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau à croupion blanc;Calidris fuscicollis;Regular Breeder_Espèce qui niche régulièrement;48,1;Increasing_Augmentation;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau roussâtre;Calidris subruficollis;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Bécasseau à poitrine cendrée;Calidris melanotos;Regular Breeder_Espèce qui niche régulièrement;-52,9;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau semipalmé;Calidris pusilla;Regular Breeder_Espèce qui niche régulièrement;-70,1;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasseau d'Alaska;Calidris mauri;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;-53,7;Decreasing_Diminution;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;1;;;;
Bécassin roux;Limnodromus griseus;Regular Breeder_Espèce qui niche régulièrement;-64,9;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécassin à long bec;Limnodromus scolopaceus;Regular Breeder_Espèce qui niche régulièrement;-81,6;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;;;1;;;;;;;1;;;;
Bécasse d'Amérique;Scolopax minor;Regular Breeder_Espèce qui niche régulièrement;-33,6;Decreasing_Diminution;AMWO SGS_Inv BEAM;1;;;;;;;;1;;;;;;;;1;;;
Bécassine de Wilson;Gallinago delicata;Regular Breeder_Espèce qui niche régulièrement;23,8;Stable_Stables;BBS;1;;;;;;;;1;;;;;;;;1;;;
Chevalier grivelé;Actitis macularius;Regular Breeder_Espèce qui niche régulièrement;-57,4;Decreasing_Diminution;BBS;1;;;;;;;;1;;;;;;;;1;;;
Chevalier solitaire;Tringa solitaria;Regular Breeder_Espèce qui niche régulièrement;-4,99;Stable_Stables;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;1;;1;;;;;;;1;;;;
Chevalier errant;Tringa incana;Regular Breeder_Espèce qui niche régulièrement;-89;Decreasing_Diminution;CBC NA_RON AmN;1;;;;;;;;1;;;;;;;;1;;;
Petit Chevalier;Tringa flavipes;Regular Breeder_Espèce qui niche régulièrement;-67,3;Decreasing_Diminution;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;1;;1;;;;;;;1;;;;
Chevalier semipalmé;Tringa semipalmata;Regular Breeder_Espèce qui niche régulièrement;-33,2;Decreasing_Diminution;BBS;1;;;;;;;;1;1;;;;;1;;1;;;
Grand Chevalier;Tringa melanoleuca;Regular Breeder_Espèce qui niche régulièrement;23,5;Stable_Stables;Shorebird Surveys_Inventaires Oiseaux de rivage;1;;;;;;1;;1;;;;;;;1;;;;
Phalarope de Wilson;Phalaropus tricolor;Regular Breeder_Espèce qui niche régulièrement;63;Increasing_Augmentation;BBS;1;;;;;;;;1;;;;;;;;1;;;
Phalarope à bec étroit;Phalaropus lobatus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Phalarope à bec large;Phalaropus fulicarius;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;;;;1;;;;;;;;1;;;
Grand Labbe;Stercorarius skua;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;1;;;;;;;;;;;;;;
Labbe de McCormick;Stercorarius maccormicki;Regular Non-breeder_Espèce non-reproductrice avec présence régulière;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;1;;;;;;;;;;;;;;
Labbe pomarin;Stercorarius pomarinus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;1;1;;;;;;;;;;;;;;
Labbe parasite;Stercorarius parasiticus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;1;1;;;;;;;;;;;;;;
Labbe à longue queue;Stercorarius longicaudus;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;1;1;;;;;;;;;;;;;;
Mergule nain;Alle alle;Regular Breeder_Espèce qui niche régulièrement;;;No acceptable data available_On ne dispose pas de données acceptables;1;;;;;1;;;;;;;;;;;;;;
